ThanoP	        KotdwarDC 	110
ThanoP	        HaridwarDC	50
ThanoP	        PithoragarhDC	490
ThanoP	        PilibhitDC	330
ThanoP	        DelhiDC	        285
BanbasaP	KhatimaP	30
BanbasaP	ThanoP	        330
BanbasaP	BanbasaP	10000
BanbasaP	HaldwaniP	100
BanbasaP	RanipokhariP	330
BanbasaP	SitarganjP	45
BanbasaP	KichhaP	        70
BanbasaP	RudrapurP	85
BanbasaP	DoiwalaP	325
BanbasaP	SelakuiP	365
BanbasaP	RoorkeeP	325
BanbasaP	SrinagarP	425
BanbasaP	KotdwarP	270
BanbasaP	HaridwarP	295
BanbasaP	PithoragarhP	180
BanbasaP	KhatimaDC	30
BanbasaP	RishikeshDC	330
BanbasaP	ChampawatDC	100
BanbasaP	HaldwaniDC	100
BanbasaP	DehradunDC	345
BanbasaP	SitarganjDC	45
BanbasaP	KichhaDC	70
BanbasaP	RudrapurDC	85
BanbasaP	BareillyDC	100
BanbasaP	SelakuiDC	365
BanbasaP	RoorkeeDC	325
BanbasaP	SrinagarDC	425
BanbasaP	KotdwarDC 	270
BanbasaP	HaridwarDC	295
BanbasaP	PithoragarhDC	180
BanbasaP	PilibhitDC	65
BanbasaP	DelhiDC	        345
HaldwaniP	KhatimaP	80
HaldwaniP	ThanoP	        265
HaldwaniP	BanbasaP	100
HaldwaniP	HaldwaniP	10000
HaldwaniP	RanipokhariP	265
HaldwaniP	SitarganjP	50
HaldwaniP	KichhaP	        40
HaldwaniP	RudrapurP	35
HaldwaniP	DoiwalaP	260
HaldwaniP	SelakuiP	300
HaldwaniP	RoorkeeP	245
HaldwaniP	SrinagarP	360
HaldwaniP	KotdwarP	205
HaldwaniP	HaridwarP	230
HaldwaniP	PithoragarhP	245
HaldwaniP	KhatimaDC	80
HaldwaniP	RishikeshDC	250
HaldwaniP	ChampawatDC	175
HaldwaniP	HaldwaniDC	15
HaldwaniP	DehradunDC	280
HaldwaniP	SitarganjDC	50
HaldwaniP	KichhaDC	40
HaldwaniP	RudrapurDC	35
HaldwaniP	BareillyDC	100
HaldwaniP	SelakuiDC	300
HaldwaniP	RoorkeeDC	245
HaldwaniP	SrinagarDC	360
HaldwaniP	KotdwarDC 	205
HaldwaniP	HaridwarDC	230
HaldwaniP	PithoragarhDC	245
HaldwaniP	PilibhitDC	95
HaldwaniP	DelhiDC	        300
RanipokhariP	KhatimaP	300
RanipokhariP	ThanoP	        10
RanipokhariP	BanbasaP	330
RanipokhariP	HaldwaniP	265
RanipokhariP	RanipokhariP	10000
RanipokhariP	SitarganjP	285
RanipokhariP	KichhaP	        260
RanipokhariP	RudrapurP	250
RanipokhariP	DoiwalaP	10
RanipokhariP	SelakuiP	50
RanipokhariP	RoorkeeP	70
RanipokhariP	SrinagarP	120
RanipokhariP	KotdwarP	105
RanipokhariP	HaridwarP	40
RanipokhariP	PithoragarhP	480
RanipokhariP	KhatimaDC	320
RanipokhariP	RishikeshDC	20
RanipokhariP	ChampawatDC	410
RanipokhariP	HaldwaniDC	265
RanipokhariP	DehradunDC	30
RanipokhariP	SitarganjDC	285
RanipokhariP	KichhaDC	260
RanipokhariP	RudrapurDC	250
RanipokhariP	BareillyDC	300
RanipokhariP	SelakuiDC	50
RanipokhariP	RoorkeeDC	70
RanipokhariP	SrinagarDC	120
RanipokhariP	KotdwarDC 	105
RanipokhariP	HaridwarDC	40
RanipokhariP	PithoragarhDC	480
RanipokhariP	PilibhitDC	325
RanipokhariP	DelhiDC	        280
SitarganjP	KhatimaP	30
SitarganjP	ThanoP	        290
SitarganjP	BanbasaP	45
SitarganjP	HaldwaniP	50
SitarganjP	RanipokhariP	285
SitarganjP	SitarganjP	10000
SitarganjP	KichhaP	        25
SitarganjP	RudrapurP	40
SitarganjP	DoiwalaP	280
SitarganjP	SelakuiP	320
SitarganjP	RoorkeeP	280
SitarganjP	SrinagarP	380
SitarganjP	KotdwarP	225
SitarganjP	HaridwarP	250
SitarganjP	PithoragarhP	230
SitarganjP	KhatimaDC	30
SitarganjP	RishikeshDC	270
SitarganjP	ChampawatDC	150
SitarganjP	HaldwaniDC	50
SitarganjP	DehradunDC	300
SitarganjP	SitarganjDC	10
SitarganjP	KichhaDC	25
SitarganjP	RudrapurDC	40
SitarganjP	BareillyDC	85
SitarganjP	SelakuiDC	320
SitarganjP	RoorkeeDC	280
SitarganjP	SrinagarDC	380
SitarganjP	KotdwarDC 	225
SitarganjP	HaridwarDC	250
SitarganjP	PithoragarhDC	230
SitarganjP	PilibhitDC	80
SitarganjP	DelhiDC	        305
KichhaP	        KhatimaP	55
KichhaP	        ThanoP	        260
KichhaP	        BanbasaP	70
KichhaP	        HaldwaniP	40
KichhaP	        RanipokhariP	260
KichhaP	        SitarganjP	25
KichhaP	        KichhaP	        10000
KichhaP	        RudrapurP	15
KichhaP	        DoiwalaP	255
KichhaP	        SelakuiP	295
KichhaP	        RoorkeeP	255
KichhaP	        SrinagarP	355
KichhaP	        KotdwarP	200
KichhaP	        HaridwarP	225
KichhaP	        PithoragarhP	255
KichhaP	        KhatimaDC	55
KichhaP	        RishikeshDC	295
KichhaP	        ChampawatDC	175
KichhaP	        HaldwaniDC	25
KichhaP	        DehradunDC	275
KichhaP	        SitarganjDC	25
KichhaP	        KichhaDC	10
KichhaP	        RudrapurDC	15
KichhaP	        BareillyDC	65
KichhaP	        SelakuiDC	295
KichhaP	        RoorkeeDC	255
KichhaP	        SrinagarDC	355
KichhaP	        KotdwarDC 	200
KichhaP	        HaridwarDC	225
KichhaP	        PithoragarhDC	255
KichhaP	        PilibhitDC	105
KichhaP	        DelhiDC	        280
RudrapurP	KhatimaP	70
RudrapurP	ThanoP	        250
RudrapurP	BanbasaP	85
RudrapurP	HaldwaniP	35
RudrapurP	RanipokhariP	250
RudrapurP	SitarganjP	40
RudrapurP	KichhaP	        15
RudrapurP	RudrapurP	10000
RudrapurP	DoiwalaP	245
RudrapurP	SelakuiP	280
RudrapurP	RoorkeeP	240
RudrapurP	SrinagarP	340
RudrapurP	KotdwarP	185
RudrapurP	HaridwarP	210
RudrapurP	PithoragarhP	270
RudrapurP	KhatimaDC	70
RudrapurP	RishikeshDC	280
RudrapurP	ChampawatDC	19
RudrapurP	HaldwaniDC	32
RudrapurP	DehradunDC	260
RudrapurP	SitarganjDC	40
RudrapurP	KichhaDC	15
RudrapurP	RudrapurDC	10
RudrapurP	BareillyDC	80
RudrapurP	SelakuiDC	280
RudrapurP	RoorkeeDC	240
RudrapurP	SrinagarDC	340
RudrapurP	KotdwarDC 	185
RudrapurP	HaridwarDC	210
RudrapurP	PithoragarhDC	270
RudrapurP	PilibhitDC	120
RudrapurP	DelhiDC	        265
DoiwalaP	KhatimaP	310
DoiwalaP	ThanoP	        15
DoiwalaP	BanbasaP	325
DoiwalaP	HaldwaniP	260
DoiwalaP	RanipokhariP	10
DoiwalaP	SitarganjP	280
DoiwalaP	KichhaP	        255
DoiwalaP	RudrapurP	245
DoiwalaP	DoiwalaP	10000
DoiwalaP	SelakuiP	40
DoiwalaP	RoorkeeP	65
DoiwalaP	SrinagarP	130
DoiwalaP	KotdwarP	100
DoiwalaP	HaridwarP	35
DoiwalaP	PithoragarhP	475
DoiwalaP	KhatimaDC	310
DoiwalaP	RishikeshDC	25
DoiwalaP	ChampawatDC	405
DoiwalaP	HaldwaniDC	260
DoiwalaP	DehradunDC	20
DoiwalaP	SitarganjDC	280
DoiwalaP	KichhaDC	255
DoiwalaP	RudrapurDC	245
DoiwalaP	BareillyDC	300
DoiwalaP	SelakuiDC	40
DoiwalaP	RoorkeeDC	65
DoiwalaP	SrinagarDC	130
DoiwalaP	KotdwarDC 	100
DoiwalaP	HaridwarDC	35
DoiwalaP	PithoragarhDC	475
DoiwalaP	PilibhitDC	320
DoiwalaP	DelhiDC	        275
SelakuiP	KhatimaP	350
SelakuiP	ThanoP	        50
SelakuiP	BanbasaP	365
SelakuiP	HaldwaniP	300
SelakuiP	RanipokhariP	50
SelakuiP	SitarganjP	320
SelakuiP	KichhaP	        295
SelakuiP	RudrapurP	280
SelakuiP	DoiwalaP	40
SelakuiP	SelakuiP	10000
SelakuiP	RoorkeeP	90
SelakuiP	SrinagarP	170
SelakuiP	KotdwarP	140
SelakuiP	HaridwarP	75
SelakuiP	PithoragarhP	515
SelakuiP	KhatimaDC	350
SelakuiP	RishikeshDC	65
SelakuiP	ChampawatDC	445
SelakuiP	HaldwaniDC	300
SelakuiP	DehradunDC	20
SelakuiP	SitarganjDC	320
SelakuiP	KichhaDC	295
SelakuiP	RudrapurDC	280
SelakuiP	BareillyDC	355
SelakuiP	SelakuiDC	10
SelakuiP	RoorkeeDC	90
SelakuiP	SrinagarDC	170
SelakuiP	KotdwarDC 	140
SelakuiP	HaridwarDC	75
SelakuiP	PithoragarhDC	515
SelakuiP	PilibhitDC	360
SelakuiP	DelhiDC	        255
RoorkeeP	KhatimaP	310
RoorkeeP	ThanoP	        75
RoorkeeP	BanbasaP	325
RoorkeeP	HaldwaniP	245
RoorkeeP	RanipokhariP	70
RoorkeeP	SitarganjP	280
RoorkeeP	KichhaP	        255
RoorkeeP	RudrapurP	240
RoorkeeP	DoiwalaP	65
RoorkeeP	SelakuiP	90
RoorkeeP	RoorkeeP	10000
RoorkeeP	SrinagarP	160
RoorkeeP	KotdwarP	100
RoorkeeP	HaridwarP	32
RoorkeeP	PithoragarhP	450
RoorkeeP	KhatimaDC	285
RoorkeeP	RishikeshDC	52
RoorkeeP	ChampawatDC	380
RoorkeeP	HaldwaniDC	235
RoorkeeP	DehradunDC	70
RoorkeeP	SitarganjDC	255
RoorkeeP	KichhaDC	230
RoorkeeP	RudrapurDC	220
RoorkeeP	BareillyDC	255
RoorkeeP	SelakuiDC	190
RoorkeeP	RoorkeeDC	10
RoorkeeP	SrinagarDC	160
RoorkeeP	KotdwarDC 	100
RoorkeeP	HaridwarDC	32
RoorkeeP	PithoragarhDC	450
RoorkeeP	PilibhitDC	295
RoorkeeP	DelhiDC	        215
SrinagarP	KhatimaP	410
SrinagarP	ThanoP	        150
SrinagarP	BanbasaP	425
SrinagarP	HaldwaniP	360
SrinagarP	RanipokhariP	120
SrinagarP	SitarganjP	380
SrinagarP	KichhaP	        355
SrinagarP	RudrapurP	340
SrinagarP	DoiwalaP	130
SrinagarP	SelakuiP	170
SrinagarP	RoorkeeP	160
SrinagarP	SrinagarP	10000
SrinagarP	KotdwarP	135
SrinagarP	HaridwarP	130
SrinagarP	PithoragarhP	300
SrinagarP	KhatimaDC	420
SrinagarP	RishikeshDC	110
SrinagarP	ChampawatDC	420
SrinagarP	HaldwaniDC	350
SrinagarP	DehradunDC	150
SrinagarP	SitarganjDC	375
SrinagarP	KichhaDC	350
SrinagarP	RudrapurDC	340
SrinagarP	BareillyDC	390
SrinagarP	SelakuiDC	170
SrinagarP	RoorkeeDC	160
SrinagarP	SrinagarDC	10
SrinagarP	KotdwarDC 	135
SrinagarP	HaridwarDC	130
SrinagarP	PithoragarhDC	300
SrinagarP	PilibhitDC	415
SrinagarP	DelhiDC	        350
KotdwarP	KhatimaP	255
KotdwarP	ThanoP	        110
KotdwarP	BanbasaP	270
KotdwarP	HaldwaniP	205
KotdwarP	RanipokhariP	105
KotdwarP	SitarganjP	225
KotdwarP	KichhaP	        200
KotdwarP	RudrapurP	185
KotdwarP	DoiwalaP	100
KotdwarP	SelakuiP	140
KotdwarP	RoorkeeP	100
KotdwarP	SrinagarP	135
KotdwarP	KotdwarP	10000
KotdwarP	HaridwarP	70
KotdwarP	PithoragarhP	420
KotdwarP	KhatimaDC	250
KotdwarP	RishikeshDC	90
KotdwarP	ChampawatDC	350
KotdwarP	HaldwaniDC	205
KotdwarP	DehradunDC	120
KotdwarP	SitarganjDC	225
KotdwarP	KichhaDC	200
KotdwarP	RudrapurDC	190
KotdwarP	BareillyDC	240
KotdwarP	SelakuiDC	140
KotdwarP	RoorkeeDC	100
KotdwarP	SrinagarDC	135
KotdwarP	KotdwarDC 	10
KotdwarP	HaridwarDC	70
KotdwarP	PithoragarhDC	420
KotdwarP	PilibhitDC	265
KotdwarP	DelhiDC	        220
HaridwarP	KhatimaP	280
HaridwarP	ThanoP	        50
HaridwarP	BanbasaP	295
HaridwarP	HaldwaniP	230
HaridwarP	RanipokhariP	40
HaridwarP	SitarganjP	250
HaridwarP	KichhaP	        225
HaridwarP	RudrapurP	210
HaridwarP	DoiwalaP	35
HaridwarP	SelakuiP	75
HaridwarP	RoorkeeP	32
HaridwarP	SrinagarP	130
HaridwarP	KotdwarP	70
HaridwarP	HaridwarP	10000
HaridwarP	PithoragarhP	445
HaridwarP	KhatimaDC	275
HaridwarP	RishikeshDC	25
HaridwarP	ChampawatDC	370
HaridwarP	HaldwaniDC	225
HaridwarP	DehradunDC	55
HaridwarP	SitarganjDC	245
HaridwarP	KichhaDC	220
HaridwarP	RudrapurDC	210
HaridwarP	BareillyDC	265
HaridwarP	SelakuiDC	75
HaridwarP	RoorkeeDC	32
HaridwarP	SrinagarDC	130
HaridwarP	KotdwarDC 	70
HaridwarP	HaridwarDC	10
HaridwarP	PithoragarhDC	445
HaridwarP	PilibhitDC	290
HaridwarP	DelhiDC	        245
PithoragarhP	KhatimaP	200
PithoragarhP	ThanoP	        490
PithoragarhP	BanbasaP	180
PithoragarhP	HaldwaniP	245
PithoragarhP	RanipokhariP	480
PithoragarhP	SitarganjP	230
PithoragarhP	KichhaP	        255
PithoragarhP	RudrapurP	270
PithoragarhP	DoiwalaP	475
PithoragarhP	SelakuiP	515
PithoragarhP	RoorkeeP	450
PithoragarhP	SrinagarP	300
PithoragarhP	KotdwarP	420
PithoragarhP	HaridwarP	445
PithoragarhP	PithoragarhP	10000
PithoragarhP	KhatimaDC	200
PithoragarhP	RishikeshDC	470
PithoragarhP	ChampawatDC	100
PithoragarhP	HaldwaniDC	245
PithoragarhP	DehradunDC	500
PithoragarhP	SitarganjDC	200
PithoragarhP	KichhaDC	225
PithoragarhP	RudrapurDC	240
PithoragarhP	BareillyDC	260
PithoragarhP	SelakuiDC	520
PithoragarhP	RoorkeeDC	480
PithoragarhP	SrinagarDC	360
PithoragarhP	KotdwarDC 	420
PithoragarhP	HaridwarDC	450
PithoragarhP	PithoragarhDC	15
PithoragarhP	PilibhitDC	210
PithoragarhP	DelhiDC	        500
KhatimaDC	KhatimaP	15
KhatimaDC	ThanoP	        315
KhatimaDC	BanbasaP	30
KhatimaDC	HaldwaniP	80
KhatimaDC	RanipokhariP	320
KhatimaDC	SitarganjP	30
KhatimaDC	KichhaP	        55
KhatimaDC	RudrapurP	70
KhatimaDC	DoiwalaP	310
KhatimaDC	SelakuiP	350
KhatimaDC	RoorkeeP	285
KhatimaDC	SrinagarP	420
KhatimaDC	KotdwarP	250
KhatimaDC	HaridwarP	275
KhatimaDC	PithoragarhP	200
KhatimaDC	KhatimaDC	0
KhatimaDC	RishikeshDC	300
KhatimaDC	ChampawatDC	120
KhatimaDC	HaldwaniDC	80
KhatimaDC	DehradunDC	330
KhatimaDC	SitarganjDC	30
KhatimaDC	KichhaDC	55
KhatimaDC	RudrapurDC	70
KhatimaDC	BareillyDC	112
KhatimaDC	SelakuiDC	350
KhatimaDC	RoorkeeDC	310
KhatimaDC	SrinagarDC	410
KhatimaDC	KotdwarDC 	255
KhatimaDC	HaridwarDC	280
KhatimaDC	PithoragarhDC	200
KhatimaDC	PilibhitDC	39
KhatimaDC	DelhiDC	        330
RishikeshDC	KhatimaP	300
RishikeshDC	ThanoP	        30
RishikeshDC	BanbasaP	330
RishikeshDC	HaldwaniP	250
RishikeshDC	RanipokhariP	20
RishikeshDC	SitarganjP	270
RishikeshDC	KichhaP	        295
RishikeshDC	RudrapurP	280
RishikeshDC	DoiwalaP	25
RishikeshDC	SelakuiP	65
RishikeshDC	RoorkeeP	52
RishikeshDC	SrinagarP	110
RishikeshDC	KotdwarP	90
RishikeshDC	HaridwarP	25
RishikeshDC	PithoragarhP	470
RishikeshDC	KhatimaDC	300
RishikeshDC	RishikeshDC	10000
RishikeshDC	ChampawatDC	390
RishikeshDC	HaldwaniDC	245
RishikeshDC	DehradunDC	45
RishikeshDC	SitarganjDC	270
RishikeshDC	KichhaDC	245
RishikeshDC	RudrapurDC	230
RishikeshDC	BareillyDC	305
RishikeshDC	SelakuiDC	65
RishikeshDC	RoorkeeDC	50
RishikeshDC	SrinagarDC	110
RishikeshDC	KotdwarDC 	85
RishikeshDC	HaridwarDC	20
RishikeshDC	PithoragarhDC	455
RishikeshDC	PilibhitDC	300
RishikeshDC	DelhiDC	        230
ChampawatDC	KhatimaP	120
ChampawatDC	ThanoP	        410
ChampawatDC	BanbasaP	100
ChampawatDC	HaldwaniP	175
ChampawatDC	RanipokhariP	410
ChampawatDC	SitarganjP	150
ChampawatDC	KichhaP	        175
ChampawatDC	RudrapurP	19
ChampawatDC	DoiwalaP	405
ChampawatDC	SelakuiP	445
ChampawatDC	RoorkeeP	380
ChampawatDC	SrinagarP	420
ChampawatDC	KotdwarP	350
ChampawatDC	HaridwarP	370
ChampawatDC	PithoragarhP	100
ChampawatDC	KhatimaDC	120
ChampawatDC	RishikeshDC	390
ChampawatDC	ChampawatDC	10000
ChampawatDC	HaldwaniDC	175
ChampawatDC	DehradunDC	415
ChampawatDC	SitarganjDC	125
ChampawatDC	KichhaDC	150
ChampawatDC	RudrapurDC	165
ChampawatDC	BareillyDC	210
ChampawatDC	SelakuiDC	435
ChampawatDC	RoorkeeDC	370
ChampawatDC	SrinagarDC	345
ChampawatDC	KotdwarDC 	330
ChampawatDC	HaridwarDC	370
ChampawatDC	PithoragarhDC	75
ChampawatDC	PilibhitDC	135
ChampawatDC	DelhiDC	        425
HaldwaniDC	KhatimaP	80
HaldwaniDC	ThanoP	        265
HaldwaniDC	BanbasaP	100
HaldwaniDC	HaldwaniP	15
HaldwaniDC	RanipokhariP	265
HaldwaniDC	SitarganjP	50
HaldwaniDC	KichhaP	        25
HaldwaniDC	RudrapurP	32
HaldwaniDC	DoiwalaP	260
HaldwaniDC	SelakuiP	300
HaldwaniDC	RoorkeeP	235
HaldwaniDC	SrinagarP	350
HaldwaniDC	KotdwarP	205
HaldwaniDC	HaridwarP	225
HaldwaniDC	PithoragarhP	245
HaldwaniDC	KhatimaDC	80
HaldwaniDC	RishikeshDC	245
HaldwaniDC	ChampawatDC	175
HaldwaniDC	HaldwaniDC	10000
HaldwaniDC	DehradunDC	280
HaldwaniDC	SitarganjDC	50
HaldwaniDC	KichhaDC	40
HaldwaniDC	RudrapurDC	35
HaldwaniDC	BareillyDC	100
HaldwaniDC	SelakuiDC	300
HaldwaniDC	RoorkeeDC	245
HaldwaniDC	SrinagarDC	360
HaldwaniDC	KotdwarDC 	205
HaldwaniDC	HaridwarDC	230
HaldwaniDC	PithoragarhDC	245
HaldwaniDC	PilibhitDC	95
HaldwaniDC	DelhiDC	        300
DehradunDC	KhatimaP	330
DehradunDC	ThanoP	        30
DehradunDC	BanbasaP	345
DehradunDC	HaldwaniP	280
DehradunDC	RanipokhariP	30
DehradunDC	SitarganjP	300
DehradunDC	KichhaP	        275
DehradunDC	RudrapurP	260
DehradunDC	DoiwalaP	20
DehradunDC	SelakuiP	20
DehradunDC	RoorkeeP	70
DehradunDC	SrinagarP	150
DehradunDC	KotdwarP	120
DehradunDC	HaridwarP	55
DehradunDC	PithoragarhP	500
DehradunDC	KhatimaDC	330
DehradunDC	RishikeshDC	45
DehradunDC	ChampawatDC	415
DehradunDC	HaldwaniDC	280
DehradunDC	DehradunDC	10000
DehradunDC	SitarganjDC	295
DehradunDC	KichhaDC	270
DehradunDC	RudrapurDC	255
DehradunDC	BareillyDC	305
DehradunDC	SelakuiDC	25
DehradunDC	RoorkeeDC	70
DehradunDC	SrinagarDC	145
DehradunDC	KotdwarDC 	120
DehradunDC	HaridwarDC	50
DehradunDC	PithoragarhDC	490
DehradunDC	PilibhitDC	335
DehradunDC	DelhiDC	        240
SitarganjDC	KhatimaP	30
SitarganjDC	ThanoP	        290
SitarganjDC	BanbasaP	45
SitarganjDC	HaldwaniP	50
SitarganjDC	RanipokhariP	285
SitarganjDC	SitarganjP	10
SitarganjDC	KichhaP	        25
SitarganjDC	RudrapurP	40
SitarganjDC	DoiwalaP	280
SitarganjDC	SelakuiP	320
SitarganjDC	RoorkeeP	255
SitarganjDC	SrinagarP	375
SitarganjDC	KotdwarP	225
SitarganjDC	HaridwarP	245
SitarganjDC	PithoragarhP	200
SitarganjDC	KhatimaDC	30
SitarganjDC	RishikeshDC	270
SitarganjDC	ChampawatDC	125
SitarganjDC	HaldwaniDC	50
SitarganjDC	DehradunDC	295
SitarganjDC	SitarganjDC	10000
SitarganjDC	KichhaDC	25
SitarganjDC	RudrapurDC	40
SitarganjDC	BareillyDC	85
SitarganjDC	SelakuiDC	320
SitarganjDC	RoorkeeDC	280
SitarganjDC	SrinagarDC	380
SitarganjDC	KotdwarDC 	225
SitarganjDC	HaridwarDC	250
SitarganjDC	PithoragarhDC	230
SitarganjDC	PilibhitDC	80
SitarganjDC	DelhiDC	        305
KichhaDC	KhatimaP	55
KichhaDC	ThanoP	        260
KichhaDC	BanbasaP	70
KichhaDC	HaldwaniP	40
KichhaDC	RanipokhariP	260
KichhaDC	SitarganjP	25
KichhaDC	KichhaP	        10
KichhaDC	RudrapurP	15
KichhaDC	DoiwalaP	255
KichhaDC	SelakuiP	295
KichhaDC	RoorkeeP	230
KichhaDC	SrinagarP	350
KichhaDC	KotdwarP	200
KichhaDC	HaridwarP	220
KichhaDC	PithoragarhP	225
KichhaDC	KhatimaDC	55
KichhaDC	RishikeshDC	245
KichhaDC	ChampawatDC	150
KichhaDC	HaldwaniDC	40
KichhaDC	DehradunDC	270
KichhaDC	SitarganjDC	25
KichhaDC	KichhaDC	10000
KichhaDC	RudrapurDC	15
KichhaDC	BareillyDC	65
KichhaDC	SelakuiDC	295
KichhaDC	RoorkeeDC	255
KichhaDC	SrinagarDC	355
KichhaDC	KotdwarDC 	200
KichhaDC	HaridwarDC	225
KichhaDC	PithoragarhDC	255
KichhaDC	PilibhitDC	105
KichhaDC	DelhiDC	        280
RudrapurDC	KhatimaP	70
RudrapurDC	ThanoP	        250
RudrapurDC	BanbasaP	85
RudrapurDC	HaldwaniP	35
RudrapurDC	RanipokhariP	250
RudrapurDC	SitarganjP	40
RudrapurDC	KichhaP	        15
RudrapurDC	RudrapurP	10
RudrapurDC	DoiwalaP	245
RudrapurDC	SelakuiP	280
RudrapurDC	RoorkeeP	220
RudrapurDC	SrinagarP	340
RudrapurDC	KotdwarP	190
RudrapurDC	HaridwarP	210
RudrapurDC	PithoragarhP	240
RudrapurDC	KhatimaDC	70
RudrapurDC	RishikeshDC	230
RudrapurDC	ChampawatDC	165
RudrapurDC	HaldwaniDC	35
RudrapurDC	DehradunDC	255
RudrapurDC	SitarganjDC	40
RudrapurDC	KichhaDC	15
RudrapurDC	RudrapurDC	10000
RudrapurDC	BareillyDC	80
RudrapurDC	SelakuiDC	280
RudrapurDC	RoorkeeDC	240
RudrapurDC	SrinagarDC	340
RudrapurDC	KotdwarDC 	185
RudrapurDC	HaridwarDC	210
RudrapurDC	PithoragarhDC	270
RudrapurDC	PilibhitDC	120
RudrapurDC	DelhiDC	        265
BareillyDC	KhatimaP        127
BareillyDC	ThanoP	        310
BareillyDC	BanbasaP	100
BareillyDC	HaldwaniP	100
BareillyDC	RanipokhariP	300
BareillyDC	SitarganjP	85
BareillyDC	KichhaP	        65
BareillyDC	RudrapurP	80
BareillyDC	DoiwalaP	300
BareillyDC	SelakuiP	355
BareillyDC	RoorkeeP	255
BareillyDC	SrinagarP	390
BareillyDC	KotdwarP	240
BareillyDC	HaridwarP	265
BareillyDC	PithoragarhP	260
BareillyDC	KhatimaDC	112
BareillyDC	RishikeshDC	305
BareillyDC	ChampawatDC	210
